Player,Nation,Pos,Age,Tkl,TacklesDef3rd,TacklesMid3rd,TacklesAtt3rd,VSDribblesTkl,VSDribblesAtt,VSDribblesTkl%,VSDribblesPast,Blocks,ShotBlock,PassBlock,Tkl+Int,Clearances,Errors,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AerialDuelWon,AerielDuelLost,AerialDuelWon%,CmpTotal,AttemptedTotal,Cmp%Total,TotDist,ProgressiveDist,ShortCmp,ShortAttempted,ShortCmp%,MediumCmp,MediumAttempt,MediumCmp%,LongCmp,LongAttempted,LongCmp%,Assists,xAG,xA,A-xAG,KeyPasses,CompletedFinalThird,PassesPenaltyArea,CrossesPA,ProgressivePasses,MP,Min,Mn/MP,Min%,Starts,Min/Start,Compl,Subs,Min/Sub,unSub,PPM,onG,onGA,Goals+/-,Goals+/-90,TeamSuccessOn-Off,onxG,onxGA,xG+/-,xG+/-90,xG-On-Off,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,SCA,SCA90,SCAPassLive,SCAPassDead,SCADrib,SCASh,SCAFld,SCADef,GCA,GCA90,GCAPassLive,GCAPassDead,GCADrib,GCASh,GCAFld,GCADef
Stuart Dallas,nir NIR,DFMF,30.0,93,58,31,4,56,105,53.3,49,45,14,31,150,63,2,5,0,0,33,30,2,101,0,1,0,219,32,34,48.5,1306,1685,77.5,20351,7389,730,812,89.9,440,539,81.6,99,227,43.6,1,2.8,2.5,-1.8,31,108,24,5,113,34,2919.0,86.0,85.4,34,86.0,31,0,,0,1.0,38.0,66.0,-28.0,-0.86,0.75,44.6,61.1,-16.5,-0.51,0.62,1,30,8,26.7,0.92,0.25,0.03,0.13,21.7,0,0,0,2.3,2.3,0.08,-1.3,-1.3,75,2.31,46,19,4,1,3,2,3,0.09,2,0,0,0,0,1
Raphinha,br BRA,FWMF,24.0,51,25,14,12,22,71,31.0,49,43,0,43,80,28,1,7,0,0,40,47,14,162,1,1,0,166,22,31,41.5,824,1301,63.3,13788,5181,399,497,80.3,275,420,65.5,99,259,38.2,3,8.3,6.2,-5.3,65,91,49,11,135,35,2915.0,83.0,85.2,34,84.0,26,1,45.0,0,1.0,34.0,68.0,-34.0,-1.05,-0.52,42.6,62.4,-19.8,-0.61,-0.08,11,84,21,25.0,2.59,0.65,0.08,0.33,21.4,10,4,4,11.3,8.1,0.1,-0.3,-1.1,136,4.2,77,25,15,9,8,2,10,0.31,5,0,2,0,2,1
Jack Harrison,eng ENG,FWMF,24.0,57,22,22,13,31,76,40.8,45,35,1,34,78,19,0,3,0,0,29,23,4,142,0,0,0,170,19,54,26.0,656,1045,62.8,9472,3280,407,510,79.8,187,300,62.3,36,117,30.8,1,3.6,2.5,-2.6,42,49,35,8,74,35,2639.0,75.0,77.2,32,77.0,20,3,55.0,2,0.89,31.0,68.0,-37.0,-1.26,-1.26,35.5,59.9,-24.4,-0.83,-1.02,8,43,17,39.5,1.47,0.58,0.19,0.47,17.2,0,0,0,4.9,4.9,0.11,3.1,3.1,86,2.93,55,7,11,8,4,1,4,0.14,1,0,1,2,0,0
Daniel James,wls WAL,FWMF,23.0,24,8,8,8,10,23,43.5,13,18,1,17,32,12,0,7,1,0,30,38,13,60,1,0,0,82,13,53,19.7,326,508,64.2,4327,1156,205,256,80.1,84,151,55.6,15,34,44.1,4,2.6,1.7,1.4,24,26,18,2,40,32,2366.0,74.0,69.2,29,78.0,18,3,33.0,0,1.0,31.0,48.0,-17.0,-0.65,1.06,36.9,47.4,-10.5,-0.4,0.65,4,50,15,30.0,1.9,0.57,0.08,0.27,15.3,0,0,0,6.8,6.8,0.14,-2.8,-2.8,53,2.02,34,0,4,7,8,0,5,0.19,2,0,1,1,1,0
Diego Llorente,es ESP,DF,27.0,53,32,19,2,33,47,70.2,14,35,17,18,93,77,2,7,0,0,23,21,0,2,0,0,0,171,49,64,43.4,1115,1373,81.2,21989,7473,335,389,86.1,648,712,91.0,118,225,52.4,0,0.1,0.2,-0.1,2,68,3,0,81,28,2340.0,84.0,68.4,28,84.0,24,0,,2,1.18,27.0,44.0,-17.0,-0.65,1.01,32.9,45.5,-12.6,-0.49,0.36,3,10,3,30.0,0.38,0.12,0.3,1.0,10.6,0,0,0,1.3,1.3,0.13,1.7,1.7,9,0.35,7,0,0,0,1,1,0,0.0,0,0,0,0,0,0
Rodrigo,es ESP,MFFW,30.0,20,7,6,7,4,32,12.5,28,12,0,12,31,27,1,9,0,0,21,30,4,29,0,0,0,103,17,48,26.2,681,914,74.5,10329,2668,371,453,81.9,188,243,77.4,63,96,65.6,1,4.3,2.7,-3.3,38,54,31,6,75,31,2265.0,73.0,66.2,27,78.0,16,4,37.0,2,1.06,25.0,37.0,-12.0,-0.48,1.47,32.7,45.0,-12.3,-0.49,0.33,6,46,17,37.0,1.83,0.68,0.11,0.29,18.9,0,1,1,4.6,3.8,0.08,1.4,1.2,79,3.14,63,3,5,3,2,3,4,0.16,2,0,2,0,0,0
Luke Ayling,eng ENG,DF,29.0,74,46,23,5,51,97,52.6,46,46,25,21,102,52,1,4,1,0,22,19,2,31,0,1,0,187,34,50,40.5,1224,1592,76.9,22964,10551,535,606,88.3,517,619,83.5,154,294,52.4,2,2.0,1.0,0.0,12,98,11,4,102,26,2272.0,87.0,66.4,26,87.0,23,0,,0,0.85,30.0,66.0,-36.0,-1.43,-1.35,33.7,53.7,-20.0,-0.79,-0.57,2,19,3,15.8,0.75,0.12,0.11,0.67,13.0,0,0,0,1.6,1.6,0.09,0.4,0.4,32,1.27,23,1,0,7,0,1,5,0.2,1,0,0,3,0,1
Mateusz Klich,pl POL,MF,31.0,47,18,23,6,25,66,37.9,41,22,4,18,58,20,0,5,0,0,40,15,2,30,0,1,0,171,7,13,35.0,800,1026,78.0,11259,3630,453,514,88.1,240,314,76.4,38,84,45.2,2,2.3,2.0,-0.3,31,72,23,3,70,33,2073.0,63.0,60.6,26,71.0,7,7,33.0,4,0.97,24.0,52.0,-28.0,-1.22,-0.61,31.7,46.2,-14.6,-0.63,-0.08,1,42,18,42.9,1.82,0.78,0.02,0.06,21.4,0,0,0,3.8,3.8,0.09,-2.8,-2.8,78,3.38,64,4,3,4,3,0,8,0.35,7,0,0,1,0,0
Pascal Struijk,nl NED,DFMF,21.0,61,34,23,4,30,50,60.0,20,35,23,12,94,60,2,6,1,0,25,8,1,0,0,0,0,161,40,39,50.6,1089,1278,85.2,20168,6807,372,423,87.9,616,665,92.6,85,148,57.4,0,0.5,0.2,-0.5,11,62,1,0,62,29,2055.0,71.0,60.1,22,86.0,20,7,24.0,2,1.0,25.0,52.0,-27.0,-1.18,-0.52,29.3,41.5,-12.2,-0.54,0.16,1,11,3,27.3,0.48,0.13,0.09,0.33,9.1,0,0,0,1.6,1.6,0.16,-0.6,-0.6,21,0.92,18,0,0,2,0,1,1,0.04,0,0,0,1,0,0
Liam Cooper,sct SCO,DF,29.0,41,27,13,1,23,33,69.7,10,29,18,11,84,72,2,5,0,0,19,9,2,1,0,1,0,118,82,44,65.1,981,1183,82.9,18604,6591,335,378,88.6,547,600,91.2,86,171,50.3,1,0.2,0.2,0.8,4,31,0,0,39,21,1814.0,86.0,53.0,21,86.0,20,0,,1,1.19,20.0,26.0,-6.0,-0.3,1.44,25.3,34.6,-9.3,-0.46,0.29,0,6,1,16.7,0.3,0.05,0.0,0.0,10.8,0,0,0,0.4,0.4,0.07,-0.4,-0.4,13,0.64,11,0,1,1,0,0,2,0.1,1,0,0,1,0,0
Junior Firpo,es ESP,DFMF,24.0,60,29,26,5,31,59,52.5,28,22,6,16,84,38,0,11,0,0,39,15,1,26,0,0,1,89,27,19,58.7,768,952,80.7,12029,4281,417,475,87.8,299,362,82.6,38,71,53.5,2,2.5,1.6,-0.5,22,70,16,6,66,24,1711.0,71.0,50.0,19,78.0,11,5,47.0,1,0.83,18.0,49.0,-31.0,-1.63,-1.31,23.5,40.4,-17.0,-0.89,-0.59,0,11,1,9.1,0.58,0.05,0.0,0.0,14.6,0,0,0,1.1,1.1,0.1,-1.1,-1.1,52,2.73,40,4,2,3,3,0,4,0.21,2,1,1,0,0,0
Kalvin Phillips,eng ENG,MF,25.0,54,24,25,5,24,57,42.1,33,37,9,28,78,18,0,4,0,0,33,19,0,16,0,0,0,180,17,29,37.0,786,971,80.9,15278,4563,284,320,88.8,396,440,90.0,98,170,57.6,1,1.0,0.6,0.0,9,79,12,2,69,20,1596.0,80.0,46.7,18,86.0,16,2,29.0,3,1.2,18.0,25.0,-7.0,-0.39,1.09,23.1,31.2,-8.1,-0.46,0.27,0,15,3,20.0,0.85,0.17,0.0,0.0,24.0,1,0,0,1.1,1.1,0.07,-1.1,-1.1,30,1.69,23,3,0,2,0,2,4,0.23,3,1,0,0,0,0
Robin Koch,de GER,MFDF,25.0,21,9,10,2,9,34,26.5,25,26,10,16,41,44,0,3,0,0,22,10,0,4,0,0,0,104,45,44,50.6,555,718,77.3,10037,3504,224,279,80.3,268,326,82.2,45,73,61.6,0,0.4,0.3,-0.4,5,47,6,0,44,20,1574.0,79.0,46.0,17,85.0,15,3,42.0,1,1.05,21.0,40.0,-19.0,-1.09,-0.21,23.1,32.8,-9.7,-0.56,0.08,0,13,1,7.7,0.74,0.06,0.0,0.0,16.1,0,0,0,1.0,1.0,0.08,-1.0,-1.0,24,1.37,21,1,0,1,1,0,2,0.11,2,0,0,0,0,0
Adam Forshaw,eng ENG,MF,29.0,53,21,27,5,21,54,38.9,33,17,1,16,72,12,2,5,0,0,26,15,2,5,0,0,0,119,11,11,50.0,695,842,82.5,11652,3225,342,389,87.9,253,290,87.2,73,103,70.9,1,1.1,0.7,-0.1,13,68,8,0,52,22,1530.0,70.0,44.7,17,83.0,13,5,23.0,4,1.05,20.0,41.0,-21.0,-1.24,-0.47,23.1,33.9,-10.9,-0.64,-0.07,0,14,4,28.6,0.82,0.24,0.0,0.0,25.0,1,0,0,0.6,0.6,0.04,-0.6,-0.6,34,2.0,31,0,0,3,0,0,2,0.12,2,0,0,0,0,0
Tyler Roberts,wls WAL,MFFW,22.0,16,6,7,3,9,16,56.3,7,11,1,10,21,11,0,5,0,0,14,20,3,14,0,0,0,47,8,23,25.8,214,300,71.3,3004,771,124,154,80.5,61,81,75.3,13,29,44.8,1,1.4,0.7,-0.4,15,17,10,2,20,23,987.0,43.0,28.9,7,84.0,4,16,25.0,4,0.83,10.0,26.0,-16.0,-1.46,-0.68,13.8,23.0,-9.2,-0.83,-0.33,1,30,12,40.0,2.74,1.09,0.03,0.08,19.7,0,0,0,2.4,2.4,0.08,-1.4,-1.4,30,2.74,23,1,1,3,2,0,1,0.09,1,0,0,0,0,0
Jamie Shackleton,eng ENG,DFMF,21.0,27,19,7,1,13,25,52.0,12,11,7,4,35,12,1,4,0,0,13,6,0,4,0,0,0,50,5,15,25.0,353,409,86.3,5216,1417,180,194,92.8,151,166,91.0,9,18,50.0,0,0.0,0.1,0.0,1,23,2,0,16,14,709.0,51.0,20.7,7,75.0,3,7,26.0,14,0.86,9.0,14.0,-5.0,-0.63,0.43,11.6,13.5,-1.9,-0.24,0.45,0,4,1,25.0,0.51,0.13,0.0,0.0,18.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,10,1.27,8,1,0,1,0,0,1,0.13,0,0,0,1,0,0
Patrick Bamford,eng ENG,FW,27.0,1,0,1,0,0,3,0.0,3,8,2,6,3,8,0,2,0,0,5,5,5,3,0,0,0,12,5,14,26.3,88,108,81.5,1103,200,60,68,88.2,20,25,80.0,3,6,50.0,2,1.0,0.4,1.0,5,5,6,1,8,9,559.0,62.0,16.3,7,72.0,4,2,28.0,1,1.11,7.0,14.0,-7.0,-1.13,-0.18,8.3,12.9,-4.6,-0.74,-0.17,2,20,5,25.0,3.22,0.81,0.1,0.4,14.0,0,0,0,2.9,2.9,0.14,-0.9,-0.9,13,2.09,9,0,1,2,1,0,3,0.48,2,0,1,0,0,0
Joe Gelhardt,eng ENG,FWMF,19.0,4,1,0,3,2,10,20.0,8,9,0,9,4,3,0,4,0,0,17,24,5,3,2,0,0,30,11,21,34.4,106,163,65.0,1166,344,58,81,71.6,28,46,60.9,2,5,40.0,2,1.8,1.4,0.2,9,5,10,2,13,20,746.0,37.0,21.8,5,73.0,2,15,25.0,11,0.65,11.0,25.0,-14.0,-1.69,-0.91,13.6,20.6,-7.0,-0.85,-0.32,2,23,9,39.1,2.77,1.09,0.09,0.22,15.4,0,0,0,3.3,3.3,0.15,-1.3,-1.3,26,3.14,16,0,4,1,5,0,6,0.72,2,0,2,0,2,0
Sam Greenwood,eng ENG,MFFW,19.0,8,0,5,3,4,7,57.1,3,3,0,3,10,1,0,0,0,0,7,2,2,6,0,0,0,14,2,3,40.0,54,80,67.5,731,134,30,37,81.1,18,24,75.0,1,10,10.0,2,0.4,0.0,1.6,4,5,1,0,5,7,237.0,34.0,6.9,1,84.0,0,6,26.0,14,1.57,7.0,5.0,2.0,0.76,1.86,4.6,4.4,0.2,0.07,0.72,0,4,0,0.0,1.52,0.0,0.0,,20.3,1,0,0,0.4,0.4,0.09,-0.4,-0.4,5,1.91,3,0,0,1,0,1,1,0.38,1,0,0,0,0,0
Lewis Bate,eng ENG,MF,18.0,1,0,0,1,0,8,0.0,8,1,0,1,2,1,0,0,0,0,3,1,0,0,0,0,0,8,0,2,0.0,45,61,73.8,654,199,23,30,76.7,15,17,88.2,3,5,60.0,0,0.0,0.0,0.0,0,2,0,0,5,3,146.0,49.0,4.3,1,58.0,0,2,44.0,13,1.0,3.0,4.0,-1.0,-0.62,0.37,2.1,3.0,-0.9,-0.55,0.05,0,1,0,0.0,0.62,0.0,0.0,,28.9,0,0,0,0.0,0.0,0.02,0.0,0.0,3,1.85,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Charlie Cresswell,eng ENG,DF,18.0,5,1,4,0,3,3,100.0,0,1,1,0,7,6,0,1,0,0,3,0,1,1,0,0,0,6,6,3,66.7,75,106,70.8,1560,592,23,29,79.3,43,50,86.0,9,24,37.5,0,0.0,0.0,0.0,0,3,0,0,4,5,141.0,28.0,4.1,1,90.0,1,4,13.0,26,1.4,4.0,4.0,0.0,0.0,1.02,3.0,3.3,-0.3,-0.22,0.4,0,1,0,0.0,0.64,0.0,0.0,,9.2,0,0,0,0.1,0.1,0.11,-0.1,-0.1,2,1.28,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Cody Drameh,eng ENG,DFMF,19.0,4,3,1,0,1,3,33.3,2,0,0,0,5,4,0,1,0,0,2,0,0,2,0,0,0,3,1,1,50.0,62,82,75.6,826,362,29,38,76.3,24,26,92.3,2,4,50.0,0,0.0,0.0,0.0,1,4,2,1,3,3,128.0,43.0,3.7,1,90.0,1,2,19.0,7,1.0,1.0,6.0,-5.0,-3.52,-2.64,1.8,4.6,-2.7,-1.91,-1.36,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2,1.41,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Leo Fuhr Hjelde,no NOR,MFDF,17.0,5,3,2,0,3,3,100.0,0,3,3,0,9,7,0,0,0,0,1,0,0,3,0,0,0,9,3,2,60.0,79,108,73.1,1120,430,48,57,84.2,22,32,68.8,5,13,38.5,0,0.0,0.0,0.0,1,3,0,0,4,2,150.0,75.0,4.4,0,,0,2,75.0,14,1.5,2.0,5.0,-3.0,-1.8,-0.86,2.7,4.9,-2.3,-1.35,-0.79,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,3,1.8,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Crysencio Summerville,nl NED,MFFW,19.0,5,1,1,3,2,3,66.7,1,2,0,2,7,0,0,0,0,0,1,1,0,3,0,0,0,11,0,6,0.0,51,70,72.9,638,142,32,37,86.5,14,21,66.7,1,3,33.3,0,0.1,0.1,-0.1,2,2,4,0,5,6,130.0,22.0,3.8,0,,0,6,22.0,19,0.83,3.0,1.0,2.0,1.38,2.45,3.2,1.8,1.4,1.0,1.66,0,2,0,0.0,1.38,0.0,0.0,,12.7,0,0,0,0.2,0.2,0.1,-0.2,-0.2,3,2.08,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
H̩lder Costa,ao ANG,MF,27.0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0.0,5,5,100.0,79,0,2,2,100.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,1,22.0,22.0,0.6,0,,0,1,22.0,2,0.0,0.0,0.0,0.0,0.0,0.98,0.3,0.0,0.3,1.29,1.9,0,1,0,0.0,4.09,0.0,0.0,,23.3,0,0,0,0.0,0.0,0.02,0.0,0.0,1,4.29,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Liam McCarron,sct SCO,FW,20.0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,2,2,100.0,42,0,1,1,100.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,1,10.0,10.0,0.3,0,,0,1,10.0,10,0.0,0.0,1.0,-1.0,-9.0,-8.05,0.0,0.3,-0.3,-3.07,-2.47,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Stuart McKinstry,sct SCO,MF,18.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,2,3,66.7,28,0,1,1,100.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,1,4.0,4.0,0.1,0,,0,1,4.0,8,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,-0.53,0.07,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Squad Total,,,26.1,786,395,298,93,408,886,46.0,478,473,143,330,1181,622,15,101,3,0,469,368,63,648,4,5,1,2260,470,626,42.9,13988,18288,76.5,242663,89161,6271,7285,86.1,5921,7050,84.0,1325,2754,48.1,26,35.8,25.1,-9.8,347,995,272,53,1105,38,3420.0,90.0,100.0,418,82.0,312,106,29.0,234,1.0,42.0,79.0,-37.0,-0.97,,50.4,73.2,-22.8,-0.6,,42,480,142,29.6,12.63,3.74,0.08,0.26,18.3,13,5,5,50.4,46.5,0.1,-8.4,-9.5,823,21.66,586,70,51,60,42,14,66,1.74,36,2,10,10,5,3
